UNIQUE IDENTIFICATION,CODE,COMBINATION,INDIVIDUAL OFFER,QUANTITY,AQUISTION,REACTIVATION,RETENTION,TOTAL REDEMPTIONS,SALES,MARGIN,TICKET,MARGIN %,MARKDOWN 
4561,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"21,045",0,1,22,23,"$1,801.40",$361.17,$78.32,20.0%,$338.69
8049,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"21,100",0,1,10,11,$591.00,$214.53,$53.73,36.3%,$89.55
4147,8960S,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF FULL SERVICE GROOM,"21,251",0,1,10,11,$862.58,$849.76,$78.42,98.5%,$205.25
4147,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"21,251",1,1,23,25,$935.91,$303.38,$37.44,32.4%,$152.10
7008,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"21,251",0,0,4,4,$284.28,$35.69,$71.07,12.6%,$33.60
7008,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"21,251",0,1,29,30,"$2,777.95",$501.21,$92.60,18.0%,$478.10
4023,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"21,258",3,3,43,49,"$2,950.93",$805.73,$60.22,27.3%,$326.59
49,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"21,382",0,0,1,1,$142.50,$142.50,$142.50,100.0%,$7.50
49,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"21,382",1,3,82,86,"$5,043.67","$1,019.82",$58.65,20.2%,$894.97
4370,8956S,SN 10% OFF / SL $8 off $40,SN 10% OFF,"21,382",0,0,2,2,$10.69,$1.80,$5.35,16.8%,-$2.20
4370,8956S,SN 10% OFF / SL $8 off $40,SN 10% OFF,"21,382",0,6,92,98,"$4,980.25","$1,468.31",$50.82,29.5%,$549.66
4370,8962Y,SN 10% OFF / SL $8 off $40,SL $8 off $40,"21,382",0,0,77,78,"$4,247.41","$1,276.70",$54.45,30.1%,$614.25
4565,8960S,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF FULL SERVICE GROOM,"21,392",0,1,6,7,$414.98,$413.40,$59.28,99.6%,$110.00
4565,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"21,392",2,2,12,16,$729.42,$195.53,$45.59,26.8%,$124.31
4409,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"21,497",1,4,76,81,"$3,633.90",$953.53,$44.86,26.2%,$397.41
4339,8956S,SN 10% OFF / SL $8 off $40,SN 10% OFF,"21,540",1,5,53,59,"$2,866.01",$780.46,$48.58,27.2%,$317.78
4339,8962Y,SN 10% OFF / SL $8 off $40,SL $8 off $40,"21,540",1,0,30,31,"$1,473.45",$349.49,$47.53,23.7%,$248.00
4503,8945C,10% OFF PURCHASE / 25% OFF PETWASH,10% OFF PURCHASE,"21,561",1,0,12,13,$669.67,$201.42,$51.51,30.1%,$77.44
4332,8960S,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF FULL SERVICE GROOM,"21,631",0,2,9,11,"$1,067.54","$1,046.10",$97.05,98.0%,$220.20
4332,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"21,631",0,0,1,1,-$17.23,-$9.41,-$17.23,54.6%,-$5.75
4332,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"21,631",0,3,40,43,"$2,119.11",$642.89,$49.28,30.3%,$305.57
4106,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"21,711",0,0,5,5,$81.50,$74.35,$16.30,91.2%,$17.50
4106,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"21,711",0,0,1,1,$0.00,$3.33,$0.00,0.0%,-$13.50
4106,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"21,711",4,9,117,130,"$9,529.20","$2,372.08",$73.30,24.9%,"$1,644.54"
4071,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"21,741",0,0,4,4,$163.82,$50.61,$40.96,30.9%,$18.22
4477,8960S,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF FULL SERVICE GROOM,"21,782",1,1,8,10,$910.79,$908.75,$91.08,99.8%,$195.00
4477,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"21,782",0,0,5,5,$129.62,$39.57,$25.92,30.5%,$41.49
4212,8946B,$10 OFF $60,$10 OFF $60,"21,894",0,0,17,17,"$1,258.68",$173.53,$74.04,13.8%,$170.00
9041,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"22,010",2,4,51,57,"$2,869.27",$576.65,$50.34,20.1%,$476.50
9041,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"22,010",0,0,1,1,$27.94,$17.83,$27.94,63.8%,$3.50
9041,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"22,010",0,4,28,32,"$1,329.00",$316.71,$41.53,23.8%,$207.05
4229,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"22,055",0,1,8,9,$443.23,$81.42,$49.25,18.4%,$49.48
4360,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"22,196",0,0,28,28,"$1,490.88",$355.57,$53.25,23.8%,$170.36
4209,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"22,218",0,0,1,1,-$14.38,-$9.31,-$14.38,64.7%,-$1.60
4209,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"22,218",2,2,39,43,"$2,323.00",$658.21,$54.02,28.3%,$257.19
228,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"22,255",0,0,1,1,$10.50,$10.50,$10.50,100.0%,$3.50
228,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"22,255",0,0,3,3,$164.06,$37.91,$54.69,23.1%,$23.35
4008,8946B,$10 OFF $60,$10 OFF $60,"22,350",1,5,116,122,"$8,397.84","$2,233.01",$68.83,26.6%,"$1,188.11"
8017,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"22,426",0,1,4,5,$163.42,$34.51,$32.68,21.1%,$52.15
4285,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"22,546",0,2,9,11,$257.02,$66.19,$23.37,25.8%,$51.82
4262,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"22,547",0,5,93,98,"$5,656.17","$1,534.42",$57.72,27.1%,$620.42
4440,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"22,624",1,1,42,44,"$2,586.97",$670.50,$58.79,25.9%,$284.93
4608,8960S,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF FULL SERVICE GROOM,"22,698",0,0,2,2,$121.50,$121.50,$60.75,100.0%,$31.50
4608,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"22,698",0,0,1,1,$57.11,$29.69,$57.11,52.0%,$6.75
4300,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"22,702",1,2,44,47,"$2,718.44",$740.98,$57.84,27.3%,$307.03
52,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"22,703",0,0,4,4,$299.88,$47.69,$74.97,15.9%,$49.06
52,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"22,703",0,0,1,1,$10.50,$10.50,$10.50,100.0%,$3.50
52,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"22,703",1,1,32,34,"$3,112.57",$687.78,$91.55,22.1%,$549.33
9046,8956S,SN 10% OFF / SL $8 off $40,SN 10% OFF,"22,703",0,9,96,105,"$5,335.59","$1,498.43",$50.82,28.1%,$598.51
9046,8962Y,SN 10% OFF / SL $8 off $40,SL $8 off $40,"22,703",0,6,59,66,"$3,412.36",$949.82,$51.70,27.8%,$494.86
4539,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"22,825",0,0,2,2,-$26.78,-$21.50,-$13.39,80.3%,-$9.28
4539,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"22,825",35,20,161,216,"$11,276.46","$3,610.32",$52.21,32.0%,"$1,218.87"
4078,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"22,958",0,1,16,17,$542.33,$200.27,$31.90,36.9%,$135.52
4078,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"22,958",0,0,2,2,$111.00,$111.00,$55.50,100.0%,$10.00
4078,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"22,958",0,0,1,1,$54.73,$6.79,$54.73,12.4%,-$2.00
4078,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"22,958",0,2,52,54,"$3,111.71",$753.16,$57.62,24.2%,$568.01
4451,8956S,SN 10% OFF / SL $8 off $40,SN 10% OFF,"22,987",0,0,2,2,$65.59,$4.03,$32.80,6.1%,-$2.05
4451,8956S,SN 10% OFF / SL $8 off $40,SN 10% OFF,"22,987",0,3,29,32,"$1,662.65",$421.40,$51.96,25.3%,$185.00
4451,8962Y,SN 10% OFF / SL $8 off $40,SL $8 off $40,"22,987",0,3,22,25,"$1,253.93",$259.62,$50.16,20.7%,$189.87
4051,8958H,10% OFF PURCHASE / 50% OFF PETWASH,10% OFF PURCHASE,"23,089",2,0,73,75,"$3,104.58",$690.35,$41.39,22.2%,$348.36
4051,8961E,10% OFF PURCHASE / 50% OFF PETWASH,50% OFF PETWASH,"23,089",0,0,1,1,$6.00,$6.00,$6.00,100.0%,$6.00
119,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"23,098",2,8,76,86,"$4,700.23","$1,446.69",$54.65,30.8%,$990.33
119,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"23,098",0,0,1,1,$20.00,$20.00,$20.00,100.0%,$5.00
119,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"23,098",2,6,88,96,"$6,464.74","$1,483.33",$67.34,22.9%,"$1,197.20"
4488,8960S,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF FULL SERVICE GROOM,"23,138",1,0,1,2,$127.00,$127.00,$63.50,100.0%,$34.00
4488,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"23,138",1,0,8,9,$309.96,$95.80,$34.44,30.9%,$42.30
4225,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"23,152",0,0,6,6,$375.24,$97.15,$62.54,25.9%,$41.72
4121,8960S,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF FULL SERVICE GROOM,"23,200",0,3,9,12,$582.21,$573.32,$48.52,98.5%,$148.50
4121,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"23,200",0,1,12,13,$526.53,$177.44,$40.50,33.7%,$106.27
9064,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"23,435",0,1,20,21,"$1,172.35",$252.39,$55.83,21.5%,$182.08
108,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"23,436",0,0,5,5,$416.60,$88.21,$83.32,21.2%,$65.96
108,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"23,436",1,4,67,72,"$5,337.18",$924.12,$74.13,17.3%,"$1,036.26"
4387,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"23,507",1,3,12,16,$776.61,$213.82,$48.54,27.5%,$150.93
4387,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"23,507",0,0,5,5,$57.75,$57.75,$11.55,100.0%,$17.00
4387,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"23,507",0,1,26,27,"$1,113.64",$278.42,$41.25,25.0%,$154.23
99,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"23,519",8,20,112,140,"$8,161.34","$1,284.53",$58.30,15.7%,"$2,073.86"
99,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"23,519",0,1,28,29,"$1,388.63",-$94.15,$47.88,-6.8%,$283.94
4432,8945C,10% OFF PURCHASE / 25% OFF PETWASH,10% OFF PURCHASE,"23,563",0,1,15,16,$642.16,$179.49,$40.14,28.0%,$71.40
4256,8960S,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF FULL SERVICE GROOM,"23,672",0,0,4,4,$247.75,$246.82,$61.94,99.6%,$64.25
4256,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"23,672",0,1,18,19,$650.46,$215.85,$34.23,33.2%,$129.99
225,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"23,683",1,2,12,15,$729.08,$114.18,$48.61,15.7%,$124.32
225,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"23,683",0,0,3,3,$128.60,$116.35,$42.87,90.5%,$15.88
225,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"23,683",2,3,57,62,"$4,218.54","$1,054.88",$68.04,25.0%,$795.12
4529,8956S,SN 10% OFF / SL $8 off $40,SN 10% OFF,"23,738",0,0,5,5,$159.23,$44.49,$31.85,27.9%,$17.71
4529,8962Y,SN 10% OFF / SL $8 off $40,SL $8 off $40,"23,738",1,1,3,5,$266.07,$55.99,$53.21,21.0%,$40.00
9043,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"23,743",0,2,3,5,$305.25,$305.25,$61.05,100.0%,$24.50
9043,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"23,743",0,0,2,2,$83.77,$23.71,$41.89,28.3%,-$7.91
9043,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"23,743",3,16,130,150,"$7,446.51","$1,774.33",$49.64,23.8%,"$1,300.81"
8062,8945C,10% OFF PURCHASE / 25% OFF PETWASH,10% OFF PURCHASE,"23,794",0,0,1,1,$0.00,$0.00,$0.00,0.0%,-$1.30
8062,8945C,10% OFF PURCHASE / 25% OFF PETWASH,10% OFF PURCHASE,"23,794",1,8,66,75,"$3,780.35",$997.57,$50.40,26.4%,$425.36
8062,8955P,10% OFF PURCHASE / 25% OFF PETWASH,25% OFF PETWASH,"23,794",0,0,1,1,$10.50,$10.50,$10.50,100.0%,$3.50
4246,8959T,10% OFF FOOD & LITTER / 25% OFF PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER,"23,798",8,2,21,31,"$1,134.11",$384.71,$36.58,33.9%,$284.52
4155,8960S,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF FULL SERVICE GROOM,"23,819",0,0,2,2,$73.00,$73.00,$36.50,100.0%,$21.00
4155,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"23,819",0,2,12,14,$374.11,$70.25,$26.72,18.8%,$101.39
4398,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"23,826",0,0,6,6,$149.33,$7.70,$24.89,5.2%,$72.53
4398,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"23,826",1,0,2,3,$90.36,$18.94,$30.12,21.0%,$15.71
144,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"23,967",0,0,2,2,-$6.22,-$1.02,-$3.11,16.4%,-$5.92
144,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"23,967",10,21,151,182,"$11,480.14","$3,358.19",$63.08,29.3%,"$2,554.70"
144,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"23,967",0,1,0,1,$10.50,$10.50,$10.50,100.0%,$3.50
144,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"23,967",2,4,40,46,"$2,107.32",$495.29,$45.81,23.5%,$350.81
9061,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"24,064",0,0,2,2,$216.73,$79.42,$108.37,36.6%,$43.13
9061,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"24,064",0,0,1,1,$115.09,$29.89,$115.09,26.0%,-$0.75
9061,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"24,064",0,1,32,33,"$2,095.33",$339.61,$63.49,16.2%,$417.43
9024,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"24,184",25,20,216,261,"$14,258.21","$3,826.43",$54.63,26.8%,"$2,777.01"
9024,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"24,184",1,7,75,83,"$4,372.88","$1,008.15",$52.69,23.1%,$757.77
9030,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"24,191",0,0,1,1,$10.50,$10.50,$10.50,100.0%,$3.50
9030,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"24,191",0,0,1,1,-$51.40,-$17.62,-$51.40,34.3%,-$6.45
9030,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"24,191",6,11,97,114,"$6,320.09","$1,637.30",$55.44,25.9%,$869.54
4236,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"24,237",0,4,4,8,$308.84,$99.11,$38.61,32.1%,$33.13
4282,8946B,$10 OFF $60,$10 OFF $60,"24,293",2,2,11,15,$990.01,$367.14,$66.00,37.1%,$130.00
4362,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"24,363",1,5,83,89,"$4,815.37","$1,082.70",$54.11,22.5%,$540.05
9068,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"24,396",0,0,1,1,-$13.48,-$13.48,-$13.48,100.0%,-$1.50
9068,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"24,396",0,0,16,16,"$1,088.88",$281.27,$68.06,25.8%,$204.58
4129,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"24,628",0,2,18,20,$717.09,$210.90,$35.85,29.4%,$79.28
4614,8956S,SN 10% OFF / SL $8 off $40,SN 10% OFF,"24,652",4,1,14,19,$870.50,$296.49,$45.82,34.1%,$95.47
4614,8962Y,SN 10% OFF / SL $8 off $40,SL $8 off $40,"24,652",0,3,9,13,$645.85,$166.17,$49.68,25.7%,$104.00
4509,8960S,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF FULL SERVICE GROOM,"24,778",2,0,1,3,$235.25,$235.25,$78.42,100.0%,$57.75
4509,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"24,778",0,0,3,3,$180.73,$60.17,$60.24,33.3%,$35.63
4330,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"24,858",1,4,54,59,"$2,836.37",$695.25,$48.07,24.5%,$309.15
4599,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"24,886",0,0,1,1,$68.13,$18.93,$68.13,27.8%,$14.19
4085,8946B,$10 OFF $60,$10 OFF $60,"24,959",1,4,50,55,"$3,983.63",$953.73,$72.43,23.9%,$550.00
4526,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"25,118",0,10,85,95,"$4,390.61","$1,246.52",$46.22,28.4%,$779.56
4526,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"25,118",0,0,2,2,$89.59,$89.59,$44.80,100.0%,$8.50
4526,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"25,118",0,1,35,36,"$1,504.01",$340.84,$41.78,22.7%,$217.78
4221,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"25,240",2,5,43,50,"$2,536.63",$467.57,$50.73,18.4%,$304.24
4107,8959T,10% OFF FOOD & LITTER / 25% OFF PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER,"25,311",1,5,83,89,"$4,419.21","$1,141.16",$49.65,25.8%,$829.72
4107,8962Z,10% OFF FOOD & LITTER / 25% OFF PETWASH OR GROOMING ADD ON,25% OFF PETWASH OR GROOMING ADD ON,"25,311",0,0,3,3,$142.44,$111.12,$47.48,78.0%,$9.50
4039,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"25,334",0,0,11,11,$541.91,$88.44,$49.26,16.3%,$68.85
4039,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"25,334",0,0,1,1,-$6.75,-$6.75,-$6.75,100.0%,-$4.50
4039,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"25,334",0,2,92,94,"$4,774.80","$1,116.74",$50.80,23.4%,$829.49
4547,8946B,$10 OFF $60,$10 OFF $60,"25,410",2,3,20,25,"$1,962.48",$610.66,$78.50,31.1%,$230.98
4507,8959T,10% OFF FOOD & LITTER / 25% OFF PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER,"25,420",0,0,1,1,$5.06,$2.17,$5.06,42.9%,$1.70
4403,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"25,446",0,1,1,2,-$82.96,-$32.54,-$41.48,39.2%,-$30.00
4403,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"25,446",4,10,135,149,"$5,340.54","$1,451.58",$35.84,27.2%,"$1,047.39"
